road,id,model_type,condition,name,lat,lon,length
N1,200182.0,bridge,A,bridge 88,23.2220338977777,91.3137005933333,6.0
N1,200183.0,link,,link 92,23.217614734961252,91.3145251668616,1006.0
N1,200184.0,bridge,B,bridge 89,23.2131955721448,91.3153497403899,14.3
N1,200185.0,link,,link 93,23.20911710046925,91.3158332343324,933.0
N1,200186.0,bridge,A,bridge 90,23.2050386287937,91.3163167282749,6.1
N1,200187.0,link,,link 94,23.200613712084703,91.31699361760565,1036.0
N1,200188.0,bridge,A,bridge 91,23.1961887953757,91.3176705069364,6.1
N1,200189.0,link,,link 95,23.19181191040295,91.31928781933814,1078.0
N1,200190.0,bridge,C,bridge 92,23.1874350254302,91.3209051317399,6.1
N1,200191.0,link,,link 96,23.184615420206953,91.32089194160285,665.0
N1,200192.0,bridge,B,bridge 93,23.1817958149837,91.3208787514658,9.5
N1,200193.0,link,,link 97,23.1772115234259,91.32072810787575,1064.0
N1,200194.0,bridge,B,bridge 94,23.1726272318681,91.3205774642857,3.1
N1,200195.0,link,,link 98,23.168070549393597,91.32108320537515,1038.0
N1,200196.0,bridge,A,bridge 95,23.1635138669191,91.3215889464646,9.5
N1,200197.0,link,,link 99,23.1581251809279,91.3229534118399,1225.0
N1,200198.0,bridge,B,bridge 96,23.1527364949367,91.3243178772152,6.3
N1,200199.0,link,,link 100,23.14820163143505,91.325492962123,1094.0
N1,200200.0,bridge,B,bridge 97,23.1436667679334,91.3266680470308,3.5
N1,200201.0,link,,link 101,23.14132804398395,91.32651329095924,524.0
N1,200202.0,bridge,B,bridge 98,23.1389893200345,91.3263585348877,6.1
N1,200203.0,link,,link 102,23.136126644315652,91.32695247568435,664.0
N1,200204.0,bridge,B,bridge 99,23.1332639685968,91.327546416481,3.0
N1,200205.0,link,,link 103,23.12925016318725,91.32896639268489,957.0
N1,200206.0,bridge,A,bridge 100,23.1252363577777,91.3303863688888,6.5
N1,200207.0,link,,link 104,23.122466867598497,91.331601440896,665.0
N1,200208.0,bridge,B,bridge 101,23.1196973774193,91.3328165129032,4.5
N1,200209.0,link,,link 105,23.11776126640965,91.3339554989516,502.0
N1,200210.0,bridge,B,bridge 102,23.1158251554,91.335094485,5.3
N1,200211.0,link,,link 106,23.1116268002694,91.33757201430555,1076.0
N1,200212.0,bridge,A,bridge 103,23.1074284451388,91.3400495436111,6.1
N1,200213.0,link,,link 107,23.10459238289545,91.34160627126205,718.0
N1,200214.0,bridge,B,bridge 104,23.1017563206521,91.343162998913,3.1
N1,200215.0,link,,link 108,23.09955378668965,91.34432931491105,553.0
N1,200216.0,bridge,B,bridge 105,23.0973512527272,91.3454956309091,9.5
N1,200217.0,link,,link 109,23.0951905448229,91.3466632347859,548.0
N1,200218.0,bridge,A,bridge 106,23.0930298369186,91.3478308386627,3.1
N1,200219.0,link,,link 110,23.090052603966498,91.34952049396901,749.0
N1,200220.0,bridge,B,bridge 107,23.0870753710144,91.3512101492753,9.25
N1,200221.0,link,,link 111,23.084533162072653,91.3526956483568,652.0
N1,200222.0,bridge,A,bridge 108,23.0819909531309,91.3541811474383,3.5
N1,200223.0,link,,link 112,23.0799778289153,91.3553908252857,524.0
N1,200224.0,bridge,B,bridge 109,23.0779647046997,91.3566005031331,14.2
N1,200225.0,link,,link 113,23.07408144434985,91.35845135156654,957.0
N1,200226.0,bridge,B,bridge 110,23.070198184,91.3603022,6.1
N1,200227.0,link,,link 114,23.06547275866665,91.36108233095236,1097.0
N1,200228.0,bridge,B,bridge 111,23.0607473333333,91.3618624619047,4.0
N1,200229.0,link,,link 115,23.0493600694444,91.3637704671703,2578.0
N1,200230.0,bridge,A,bridge 112,23.0379728055555,91.3656784724359,10.8
N1,200231.0,link,,link 116,23.032476461314303,91.365589478204,1262.0
N1,200232.0,bridge,A,bridge 113,23.0269801170731,91.3655004839721,1.6
N1,200233.0,link,,link 117,23.019692479057703,91.37174004947789,2146.0
N1,200234.0,bridge,A,bridge 114,23.0124048410423,91.3779796149837,3.4
N1,200235.0,link,,link 118,23.010980220521148,91.37967000749185,470.0
N1,100003.0,intersection,,N1toN104,23.0095556,91.3813604,0.0
N1,200237.0,link,,link 119,23.004402178,91.3885678,1887.0
N1,200238.0,bridge,A,bridge 115,22.999248756,91.3957752,1.5
N1,200239.0,link,,link 120,22.9969884176401,91.39903234503815,855.0
N1,200240.0,bridge,B,bridge 116,22.9947280792802,91.4022894900763,23.13
N1,200241.0,link,,link 121,22.9946608462922,91.40237170190835,23.0
N1,200242.0,bridge,A,bridge 117,22.9945936133042,91.4024539137404,22.15
N1,200243.0,link,,link 122,22.978021175120553,91.42272505822154,5669.0
N1,200244.0,bridge,C,bridge 118,22.9614487369369,91.4429962027027,96.46000000000001
N1,200245.0,link,,link 123,22.95502630180175,91.461247793018,4188.0
N1,200246.0,bridge,A,bridge 119,22.9486038666666,91.4794993833333,1.5
N1,200247.0,link,,link 124,22.94910823783565,91.49078314142966,2348.0
N1,200248.0,bridge,B,bridge 120,22.9496126090047,91.502066899526,192.36
N1,200249.0,link,,link 125,22.9322886575725,91.51417821730685,4804.0
N1,200250.0,bridge,B,bridge 121,22.9149647061403,91.5262895350877,221.515
N1,200251.0,link,,link 126,22.91233879727075,91.52760901926794,642.0
N1,200252.0,bridge,A,bridge 122,22.9097128884012,91.5289285034482,6.1
N1,200253.0,link,,link 127,22.90697959196175,91.53027914053004,654.0
N1,200254.0,bridge,A,bridge 123,22.9042462955223,91.5316297776119,3.0
N1,200255.0,link,,link 128,22.89794244776115,91.53355083880595,1484.0
N1,200256.0,bridge,A,bridge 124,22.8916386,91.5354719,3.0
N1,200257.0,link,,link 129,22.883168647058802,91.5381777823529,1970.0
N1,200258.0,bridge,A,bridge 125,22.8746986941176,91.5408836647058,4.3
N1,200259.0,link,,link 130,22.873710364504802,91.54123977066226,241.0
N1,200260.0,bridge,A,bridge 126,22.872722034892,91.5415958766187,2.0
N1,200261.0,link,,link 131,22.87038920255235,91.5424461053306,551.0
N1,200262.0,bridge,A,bridge 127,22.8680563702127,91.5432963340425,1.5
N1,200263.0,link,,link 132,22.8645220287318,91.5442257528778,829.0
N1,200264.0,bridge,A,bridge 128,22.8609876872509,91.5451551717131,4.3
N1,200265.0,link,,link 133,22.860236237755,91.54531758524925,174.0
N1,200266.0,bridge,A,bridge 129,22.8594847882591,91.5454799987854,2.0
N1,200267.0,link,,link 134,22.8577706777659,91.54559943484725,394.0
N1,200268.0,bridge,A,bridge 130,22.8560565672727,91.5457188709091,1.5
N1,200269.0,link,,link 135,22.855602050008,91.5457705279324,108.0
N1,200270.0,bridge,A,bridge 131,22.8551475327433,91.5458221849557,1.5
N1,200271.0,link,,link 136,22.851882404606897,91.54609639836019,739.0
N1,200272.0,bridge,A,bridge 132,22.8486172764705,91.5463706117647,8.5
N1,200273.0,link,,link 137,22.84700438297205,91.54691976640865,381.0
N1,200274.0,bridge,A,bridge 133,22.8453914894736,91.5474689210526,3.0
N1,200275.0,link,,link 138,22.8444233134868,91.5478092386513,235.0
N1,200276.0,bridge,A,bridge 134,22.8434551375,91.54814955625,1.5
N1,200277.0,link,,link 139,22.842274735463853,91.54847962571705,274.0
N1,200278.0,bridge,A,bridge 135,22.8410943334277,91.5488096951841,3.0
N1,200279.0,link,,link 140,22.8369205513348,91.5494565983209,945.0
N1,200280.0,bridge,A,bridge 136,22.8327467692419,91.5501035014577,3.0
N1,200281.0,link,,link 141,22.83185405572185,91.5503031780224,209.0
N1,200282.0,bridge,A,bridge 137,22.8309613422018,91.5505028545871,4.5
N1,200283.0,link,,link 142,22.82766599999995,91.55159719999995,772.0
N1,200284.0,bridge,C,bridge 138,22.8243706577981,91.5526915454128,12.4
N1,200285.0,link,,link 143,22.817967047722547,91.55447387917695,1462.0
N1,200286.0,bridge,B,bridge 139,22.811563437647,91.5562562129411,9.5
N1,200287.0,link,,link 144,22.802872394989798,91.55960873760645,2116.0
N1,200288.0,bridge,A,bridge 140,22.7941813523326,91.5629612622718,4.5
N1,200289.0,link,,link 145,22.78818912209185,91.56603191423446,1487.0
N1,200290.0,bridge,B,bridge 141,22.7821968918511,91.5691025661971,23.2
N1,200291.0,link,,link 146,22.77819699192555,91.5709881590985,975.0
N1,200292.0,bridge,A,bridge 142,22.774197092,91.5728737519999,6.0
N1,200293.0,link,,link 147,22.772224379049,91.57398213655429,493.0
N1,200294.0,bridge,A,bridge 143,22.770251666098,91.5750905211087,9.7
N1,200295.0,link,,link 148,22.766657178744353,91.57777220161395,978.0
N1,200296.0,bridge,A,bridge 144,22.7630626913907,91.5804538821192,4.0
N1,200297.0,link,,link 149,22.758314007951398,91.58452715288885,1358.0
N1,200298.0,bridge,A,bridge 145,22.7535653245121,91.5886004236585,12.9
N1,200299.0,link,,link 150,22.752102337040498,91.5897422303637,404.0
N1,200300.0,bridge,A,bridge 146,22.7506393495689,91.5908840370689,3.0
N1,200301.0,link,,link 151,22.7475765009563,91.59264196430266,784.0
N1,200302.0,bridge,B,bridge 147,22.7445136523437,91.5943998915364,8.1
N1,200303.0,link,,link 152,22.73391520390835,91.5984165159908,2508.0
N1,200304.0,bridge,A,bridge 148,22.723316755473,91.6024331404452,3.0
N1,200305.0,link,,link 153,22.7205705710057,91.6040977356072,708.0
N1,200306.0,bridge,A,bridge 149,22.7178243865384,91.6057623307692,3.0
N1,200307.0,link,,link 154,22.71754756038455,91.60593540769224,72.0
N1,200308.0,bridge,A,bridge 150,22.7172707342307,91.6061084846153,3.0
N1,200309.0,link,,link 155,22.71557173625595,91.6071718532451,450.0
N1,200310.0,bridge,C,bridge 151,22.7138727382812,91.6082352218749,19.2
N1,200311.0,link,,link 156,22.7078446211091,91.61160434138361,1527.0
N1,200312.0,bridge,A,bridge 152,22.701816503937,91.6149734608923,19.2
N1,200313.0,link,,link 157,22.6965341093759,91.61757125914986,1301.0
N1,200314.0,bridge,A,bridge 153,22.6912517148148,91.6201690574074,4.2
N1,200315.0,link,,link 158,22.6890607397603,91.62110381988015,542.0
N1,200316.0,bridge,A,bridge 154,22.6868697647058,91.6220385823529,3.2
N1,200317.0,link,,link 159,22.6819235319051,91.624427763863,1199.0
N1,200318.0,bridge,A,bridge 155,22.6769772991044,91.6268169453731,6.0
N1,200319.0,link,,link 160,22.6734683691174,91.62808505746915,849.0
N1,200320.0,bridge,A,bridge 156,22.6699594391304,91.6293531695652,3.0
N1,200321.0,link,,link 161,22.66787166861925,91.63024126383665,503.0
N1,200322.0,bridge,A,bridge 157,22.6657838981081,91.6311293581081,3.0
N1,200323.0,link,,link 162,22.663689789794752,91.63232755035034,537.0
N1,200324.0,bridge,A,bridge 158,22.6615956814814,91.6335257425926,3.0
N1,200325.0,link,,link 163,22.658154055446552,91.63572595953156,887.0
N1,200326.0,bridge,A,bridge 159,22.6547124294117,91.6379261764705,3.1
N1,200327.0,link,,link 164,22.6528916920781,91.6389801479676,465.0
N1,200328.0,bridge,A,bridge 160,22.6510709547445,91.6400341194647,4.6
N1,200329.0,link,,link 165,22.649263532987803,91.64097561826365,456.0
N1,200330.0,bridge,A,bridge 161,22.6474561112311,91.6419171170626,12.4
N1,200331.0,link,,link 166,22.641776351098052,91.6450631788598,1433.0
N1,200332.0,bridge,A,bridge 162,22.636096590965,91.648209240657,3.0
N1,200333.0,link,,link 167,22.635212581416752,91.64870848362415,223.0
N1,200334.0,bridge,A,bridge 163,22.6343285718685,91.6492077265913,3.0
N1,200335.0,link,,link 168,22.6312476035813,91.65098277621125,775.0
N1,200336.0,bridge,A,bridge 164,22.6281666352941,91.6527578258312,3.0
N1,200337.0,link,,link 169,22.6269994863217,91.65347179062644,298.0
N1,200338.0,bridge,B,bridge 165,22.6258323373493,91.6541857554217,6.1
N1,200339.0,link,,link 170,22.624439254260203,91.6548265042874,343.0
N1,200340.0,bridge,A,bridge 166,22.6230461711711,91.6554672531531,3.0
N1,200341.0,link,,link 171,22.620401260091448,91.6567630985133,602.0
N1,200342.0,bridge,A,bridge 167,22.6177563490118,91.6580589438735,3.0
N1,200343.0,link,,link 172,22.6163731588196,91.65916299710014,479.0
N1,200344.0,bridge,A,bridge 168,22.6149899686274,91.6602670503268,4.6
N1,200345.0,link,,link 173,22.61337282141045,91.6614178617225,436.0
N1,200346.0,bridge,A,bridge 169,22.6117556741935,91.6625686731182,3.0
N1,200347.0,link,,link 174,22.60779755768495,91.66497161597084,1022.0
N1,200348.0,bridge,A,bridge 170,22.6038394411764,91.6673745588235,2.95
N1,200349.0,link,,link 175,22.603095068067148,91.66785564621844,194.0
N1,200350.0,bridge,B,bridge 171,22.6023506949579,91.6683367336134,4.5
N1,200351.0,link,,link 176,22.5997586358049,91.6700779705512,691.0
N1,200352.0,bridge,B,bridge 172,22.5971665766519,91.671819207489,9.3
N1,200353.0,link,,link 177,22.595527378522,91.67285407212685,423.0
N1,200354.0,bridge,A,bridge 173,22.5938881803921,91.6738889367647,4.5
N1,200355.0,link,,link 178,22.590461598584398,91.67546670272844,850.0
N1,200356.0,bridge,C,bridge 174,22.5870350167767,91.6770444686922,22.25
N1,200357.0,link,,link 179,22.5842718457061,91.67829175504579,685.0
N1,200358.0,bridge,A,bridge 175,22.5815086746355,91.6795390413994,2.5
N1,200359.0,link,,link 180,22.579150848793148,91.6805808914647,566.0
N1,200360.0,bridge,A,bridge 176,22.5767930229508,91.68162274153,10.2
N1,200361.0,link,,link 181,22.5735418080043,91.6828162035749,774.0
N1,200362.0,bridge,A,bridge 177,22.5702905930578,91.6840096656198,3.0
N1,200363.0,link,,link 182,22.569143699751997,91.68434816305779,273.0
N1,200364.0,bridge,A,bridge 178,22.5679968064462,91.6846866604958,8.2
N1,200365.0,link,,link 183,22.56720904904125,91.68493466206604,187.0
N1,200366.0,bridge,A,bridge 179,22.5664212916363,91.6851826636363,4.5
N1,200367.0,link,,link 184,22.5624711889491,91.68634445306415,924.0
N1,200368.0,bridge,A,bridge 180,22.5585210862619,91.687506242492,4.1
N1,200369.0,link,,link 185,22.5564265319488,91.6881512787007,490.0
N1,200370.0,bridge,B,bridge 181,22.5543319776357,91.6887963149094,21.6
N1,200371.0,link,,link 186,22.5505523493633,91.6907111876365,962.0
N1,200372.0,bridge,A,bridge 182,22.5467727210909,91.6926260603636,3.0
N1,200373.0,link,,link 187,22.5456312483636,91.6933785694545,300.0
N1,200374.0,bridge,A,bridge 183,22.5444897756363,91.6941310785454,5.2
N1,200375.0,link,,link 188,22.5417598995528,91.6953381765176,657.0
N1,200376.0,bridge,A,bridge 184,22.5390300234693,91.6965452744898,8.2
N1,200377.0,link,,link 189,22.5346989136577,91.69850469867345,1050.0
N1,200378.0,bridge,A,bridge 185,22.5303678038461,91.7004641228571,3.0
N1,200379.0,link,,link 190,22.5266518602825,91.702150369579,903.0
N1,200380.0,bridge,B,bridge 186,22.5229359167189,91.7038366163009,16.3
N1,200381.0,link,,link 191,22.51714151656555,91.7063137026161,1421.0
N1,200382.0,bridge,C,bridge 187,22.5113471164122,91.7087907889313,34.055
N1,200383.0,link,,link 192,22.508684580092847,91.710037805409,660.0
N1,200384.0,bridge,A,bridge 188,22.5060220437735,91.7112848218867,4.5
N1,200385.0,link,,link 193,22.50305393867505,91.7127176561988,729.0
N1,200386.0,bridge,A,bridge 189,22.5000858335766,91.7141504905109,17.6
N1,200387.0,link,,link 194,22.4952632156045,91.71621158195215,1181.0
N1,200388.0,bridge,B,bridge 190,22.4904405976324,91.7182726733934,3.0
N1,200389.0,link,,link 195,22.48799430226445,91.71890181255876,565.0
N1,200390.0,bridge,A,bridge 191,22.4855480068965,91.7195309517241,4.5
N1,200391.0,link,,link 196,22.48335611068655,91.71994715748784,499.0
N1,200392.0,bridge,D,bridge 192,22.4811642144766,91.7203633632516,23.765
N1,200393.0,link,,link 197,22.477008651915497,91.7218133586926,986.0
N1,200394.0,bridge,A,bridge 193,22.4728530893544,91.7232633541336,6.0
N1,200395.0,link,,link 198,22.4676458622772,91.7258970270668,1298.0
N1,200396.0,bridge,D,bridge 194,22.4624386352,91.7285307,23.759999999999998
N1,200397.0,link,,link 199,22.45565074279355,91.7314065447179,1632.0
N1,200398.0,bridge,A,bridge 195,22.4488628503871,91.7342823894358,3.0
N1,200399.0,link,,link 200,22.4474710918141,91.73482490907075,330.0
N1,200400.0,bridge,C,bridge 196,22.4460793332411,91.7353674287057,26.3
N1,200401.0,link,,link 201,22.44179142743135,91.73701668802849,1056.0
N1,200402.0,bridge,A,bridge 197,22.4375035216216,91.7386659473513,3.0
N1,200403.0,link,,link 202,22.4362886567567,91.73915933329724,310.0
N1,200404.0,bridge,A,bridge 198,22.4350737918918,91.7396527192432,40.0
N1,200405.0,link,,link 203,22.4285576727459,91.7438368492216,1649.0
N1,200406.0,bridge,B,bridge 199,22.4220415536,91.7480209792,35.1
N1,200407.0,link,,link 204,22.41252804905,91.752297547725,2327.0
N1,200408.0,bridge,A,bridge 200,22.4030145445,91.75657411625,5.0
N1,200409.0,link,,link 205,22.399677213763248,91.75741463716385,768.0
N1,200410.0,bridge,A,bridge 201,22.3963398830265,91.7582551580777,3.0
N1,200411.0,link,,link 206,22.394528708794347,91.75867168595124,406.0
N1,200412.0,bridge,A,bridge 202,22.3927175345622,91.7590882138248,18.0
N1,200413.0,link,,link 207,22.388981708641097,91.7607969357924,927.0
N1,200414.0,bridge,A,bridge 203,22.38524588272,91.76250565776,3.0
N1,200415.0,link,,link 208,22.3824735326933,91.76477665554665,791.0
N1,200416.0,bridge,A,bridge 204,22.3797011826666,91.7670476533333,8.3
N1,200417.0,link,,link 209,22.374692655163052,91.7704867621276,1045.0
N1,200418.0,bridge,A,bridge 205,22.3696841276595,91.7739258709219,3.0
N1,200419.0,link,,link 210,22.36479493512935,91.8130976813695,10050.0
N1,200420.0,bridge,C,bridge 206,22.3599057425992,91.8522694918171,4.65
N1,200421.0,link,,link 211,22.356086607037298,91.85244577082655,882.0
N1,200422.0,bridge,B,bridge 207,22.3522674714754,91.852622049836,15.25
N1,200423.0,link,,link 212,22.34590341116765,91.85300460391059,1469.0
N1,200424.0,bridge,C,bridge 208,22.3395393508599,91.8533871579852,39.035
N1,200425.0,link,,link 213,22.33765333625465,91.85362042538435,489.0
N1,200426.0,bridge,C,bridge 209,22.3357673216494,91.8538536927835,39.89
N1,200427.0,link,,link 214,22.3353413292525,91.85362579858244,119.0
N1,200428.0,bridge,C,bridge 210,22.3349153368556,91.8533979043814,48.905
N1,200429.0,link,,link 215,22.330780236885403,91.85307864726019,1045.0
N1,200430.0,bridge,C,bridge 211,22.3266451369152,91.852759390139,934.25
N1,200431.0,link,,link 216,22.3197858249092,91.854470653134,1617.0
N1,200432.0,bridge,C,bridge 212,22.3129265129032,91.856181916129,14.15
N1,200433.0,link,,link 217,22.309692134451602,91.8583154720645,862.0
N1,200434.0,bridge,C,bridge 213,22.306457756,91.860449028,15.2
N1,200435.0,link,,link 218,22.0816354992356,91.90720017722887,541.0
N1,200436.0,bridge,B,bridge 214,21.856813242471198,91.95395132645774,5.65
N1,200437.0,link,,link 219,22.0770942417414,91.91247966375155,308.0
N1,200438.0,bridge,B,bridge 215,22.2973752410116,91.87100800104535,4.35
N1,200439.0,link,,link 220,22.29745513353395,91.86868551627967,326.0
N1,200440.0,bridge,A,bridge 216,22.2975350260563,91.866363031514,3.0
N1,200441.0,link,,link 221,22.295385828484797,91.86739954830965,541.0
N1,200442.0,bridge,A,bridge 217,22.2932366309133,91.8684360651053,1.5
N1,200443.0,link,,link 222,22.292439386044848,91.86936360314084,304.0
N1,200444.0,bridge,A,bridge 218,22.2916421411764,91.8702911411764,3.0
N1,200445.0,link,,link 223,22.292125035688848,91.87165562942485,322.0
N1,200446.0,bridge,A,bridge 219,22.2926079302013,91.8730201176733,3.0
N1,200447.0,link,,link 224,22.2944389000816,91.8768864599773,697.0
N1,200448.0,bridge,C,bridge 220,22.2962698699619,91.8807528022813,116.315
N1,200449.0,link,,link 225,22.2975533965194,91.88405204228555,968.0
N1,200450.0,bridge,B,bridge 221,22.2988369230769,91.8873512822898,3.0
N1,200451.0,link,,link 226,22.30046975063535,91.8933047823343,1271.0
N1,200452.0,bridge,B,bridge 222,22.3021025781938,91.8992582823788,3.1
N1,200453.0,link,,link 227,22.30281956421155,91.90184050208384,556.0
N1,200454.0,bridge,A,bridge 223,22.3035365502293,91.9044227217889,3.0
N1,200455.0,link,,link 228,22.30592776898255,91.90931901136615,1172.0
N1,200456.0,bridge,B,bridge 224,22.3083189877358,91.9142153009434,6.9
N1,200457.0,link,,link 229,22.3110368354226,91.91726646937761,873.0
N1,200458.0,bridge,A,bridge 225,22.3137546831094,91.9203176378118,3.0
N1,200459.0,link,,link 230,22.314750746028352,91.92233502548481,512.0
N1,200460.0,bridge,A,bridge 226,22.3157468089473,91.9243524131578,3.0
N1,200461.0,link,,link 231,22.3147516848736,91.9291678221789,1050.0
N1,200462.0,bridge,A,bridge 227,22.3137565607999,91.9339832312,5.3
N1,200463.0,link,,link 232,22.311097985361748,91.94118596458216,1855.0
N1,200464.0,bridge,A,bridge 228,22.3084394099236,91.9483886979643,3.0
N1,200465.0,link,,link 233,22.30452050716175,91.95711723528215,2321.0
N1,200466.0,bridge,C,bridge 229,22.3006016043999,91.9658457726,50.55
N1,200467.0,link,,link 234,22.29587340207055,91.97460629891316,2253.0
N1,200468.0,bridge,A,bridge 230,22.2911451997412,91.9833668252263,12.4
N1,200469.0,link,,link 235,22.288538607953903,91.98783801161315,1114.0
N1,200470.0,bridge,C,bridge 231,22.2859320161666,91.992309198,60.75
N1,200471.0,link,,link 236,22.283537242731903,91.99593318381079,941.0
N1,200472.0,bridge,B,bridge 232,22.2811424692972,91.9995571696216,14.0
